SAMPLE_NO,STATION_NO,STATION_NAME,STATION_DESCRIPTION,Dec Lat,Dec Long,STATION_TYPE_CODE,SAMPLE_MATRIX_CODE,SAMPLE_DATETIME,TIME_USABLE_FLAG,SAMPLE_CLASS_INDICATOR,AGENCY_CODE,CARBON TOTAL ORGANIC _TOC,CARBON TOTAL,COLOUR TRUE,NITROGEN TOTAL KJELDAHL _TKN,PHOSPHORUS TOTAL _P,CARBON TOTAL ORGANIC _TOC_1,CARBON DISSOLVED INORGANIC _DIC,NITROGEN TOTAL KJELDAHL _TKN_1,NITROGEN DISSOLVED NO3 _ NO2,NITROGEN TOTAL _CALCD,OXYGEN DISSOLVED,OXYGEN BIOCHEMICAL DEMAND,ALKALINITY TOTAL CACO3,TEMPERATURE WATER _FIELD,AMMONIA DISSOLVED,PHOSPHORUS TOTAL DISSOLVED,ICE THICKNESS,CHLOROPHYLL A,PHEOPHYTIN A,CHLOROPHYLL A_1,HARDNESS TOTAL _CALCD_ CACO3,HARDNESS TOTAL _CALCD_ CACO3_1,TURBIDITY,AMMONIA DISSOLVED_1,TOTAL SUSPENDED SOLIDS,COLOUR TRUE_1,OXYGEN DISSOLVED_1,NITROGEN DISSOLVED NO3 _ NO2_1,SULPHATE DISSOLVED,NITROGEN TOTAL KJELDAHL _TKN_2,NITROGEN DISSOLVED KJELDAHL,PHOSPHORUS TOTAL _P_1,PHOSPHORUS TOTAL DISSOLVED_1,PHOSPHOROUS_TOTAL_ORTHO,PHOSPHORUS PARTICULATE _CALCD,PHOSPHOROUS_ACID HYDROLYZABLE,TOTAL DISSOLVED SOLIDS,CARBON TOTAL_1,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC _TOC_2,CARBON DISSOLVED TOTAL,OXYGEN BIOCHEMICAL DEMAND_1,ALKALINITY TOTAL CACO3_1,ALKALINITY CO3_CALCD,ALKALINITY OH_CALCD,ALKALINITY TOTAL HCO3_CALCD,CONDUCTIVITY _AT 25C,PH,PH_1,CONDUCTIVITY _AT 25C_1,ALKALINITY TOTAL CACO3_2,ALKALINITY CO3_CALCD_1,ALKALINITY OH_CALCD_1,ALKALINITY TOTAL HCO3_CALCD_1,TURBIDITY_1,AMMONIA _NH3,NITRATE_  NITRITE,TOTAL DISSOLVED SOLIDS_1,TOTAL DISSOLVED SOLIDS_2,TOTAL SUSPENDED SOLIDS_1,SOLIDS TOTAL,ALKALINITY TOTAL CACO3_3,ALKALINITY TOTAL CACO3_4,ALKALINITY CO3_CALCD_2,PH_2,CONDUCTIVITY _AT 25C_2,ALKALINITY TOTAL HCO3_CALCD_2,ALKALINITY CO3_CALCD_3,ALKALINITY OH_CALCD_2,ALKALINITY TOTAL HCO3_CALCD_3,ALKALINITY OH_CALCD_3,CONDUCTIVITY _AT 25C_3,PHOSPHORUS TOTAL DISSOLVED_2,PHOSPHORUS PARTICULATE _CALCD_1,PHOSPHORUS DISSOLVED ORTHO,PHOSPHORUS TOTAL _P_2,PHOSPHORUS DISSOLVED ORTHO_1,PHOSPHATE SOLUBLE ORTHO,PHOSPHORUS TOTAL _P_3,PHOSPHORUS PARTICULATE _CALCD_2,PHOSPHORUS TOTAL DISSOLVED_3,SILICA _ DISSOLVED REACTIVE,NITROGEN TOTAL KJELDAHL _TKN_3,CHLOROPHYLL A PHYTOPLANKTON,AMMONIA DISSOLVED_2,AMMONIA DISSOLVED_3,NITROGEN DISSOLVED NO3 _ NO2_2,SULPHATE DISSOLVED_1,SULPHATE DISSOLVED_2,AMMONIA DISSOLVED_4,CARBON DISSOLVED TOTAL_1,CARBON DISSOLVED INORGANIC _DIC_1,CARBON TOTAL_2,CARBON TOTAL INORGANIC_1,CARBON TOTAL ORGANIC _CALCD,CARBON DISSOLVED ORGANIC _CALCD,HARDNESS TOTAL _CALCD_ CACO3_2,NITROGEN DISSOLVED NO3 _ NO2_3,PHOSPHORUS DISSOLVED ORTHO_2,TURBIDITY _FIELD,CONDUCTIVITY _FIELD,TEMPERATURE WATER,PHOSPHOROUS_ ACID HYDROLYZABLE _ ORTHOPHOSPHATE,PHOSPHORUS TOTAL ORGANIC,PHOSPHOROUS_ACID HYDROLYZABLE_1,CHLOROPHYLL A_2,PHEOPHYTIN A_1,HARDNESS TOTAL _CALCD_ CACO3_3,SULPHATE DISSOLVED_3,TOTAL SUSPENDED SOLIDS_2,ODB_ODA _CHLOROPHYLL_A _ PHEOPHYTIN_A RATIO,AMMONIA _NH3_1,PHOSPHORUS TOTAL INORGANIC,NITRATE _NO3_N,NITRITE _NO2_N,SULPHATE _S04,CHLOROPHYLL A_3,PHEOPHYTIN A_2,COLOUR TRUE_2,PHOSPHORUS TOTAL INORGANIC_1,PHOSPHOROUS_TOTAL_ACID REACTIVE,PHOSPHOROUS ACID HYDROLYSES,DEPTH OF WATER
1202EW0006,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,2/7/2012 8:50:00 AM,Y,A,381,,,,,,12,,,,,12.2,2.5,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,0.237,,528,,L5,,,283,L12,8.33,769,,,,339,L6.8,,0.0765,0.016,,0.0923,,,,,,,0.83,,,,0.555,,,,,,80.5,68.6,,,,,,,,,,,,8.02,4.68,369,,,1.4,,,,,120,,,8.8,0.0759,0.0743,L0.014,
1203CL0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,3/5/2012 9:15:00 AM,Y,A,381,,,,,,8.4,,,,,10.5,1.3,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.129,,524,,L5,,,267,L12,8.27,715,,,,326,L6.8,,0.125,0.014,,0.139,,,,,,,0.69,,,,0.561,,,,,,73.5,65.1,,,,,,,,,,,,2.29,1.58,331,,,1.4,,,,,107,,,8.2,0.138,0.131,L0.014,
1204CL0030,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,4/11/2012 9:00:00 AM,Y,A,381,,,,,,12.2,,,,,8,1.6,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,0.055,,558,,316,,,224,L12,8.37,841,,,,265,L6.8,,0.08,0.18,,0.26,,,,,,,1.34,,,,1.13,,,,,,60.8,48.6,,,,,,,,,,,,11.1,7.9,,,,1.4,,,,,190,,,24,0.247,0.109,0.138,
1205CL0019,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/1/2012 8:25:00 AM,Y,A,381,,,,,,11.2,,,,,9,L1,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,0.025,,682,,380,,,211,L12,8.36,998,,,,251,L6.8,,0.112,0.317,,0.429,,,,,,,2.02,,,,3.7,,,,,,59.9,48.7,,,,,,,,,,,,5.35,4.79,,,,1.4,,,,,293,,,21.1,0.463,0.117,0.346,
1206CL0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,6/4/2012 11:00:00 AM,Y,A,381,,,,,,10.3,,,,,7.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.127,,594,,44,,,241,L12,8.57,833,,,,272,L6.8,,0.046,0.071,,0.117,,,,,,,0.8,,,,L0.05,,,,,,66.3,56,,,,,,,,,,,,11.1,4.43,,,,1.5,,,L0.01,,201,,,13.4,0.076,0.047,0.029,
1207EW0025,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,7/9/2012 1:00:00 PM,Y,A,381,,,,,,7.6,,,,,6.7,L1,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,0.025,,544,,36,,,230,19,8.09,748,,,,241,L6.8,,0.119,0.119,,0.238,,,,,,,0.74,,,,,,,,,,52,44.3,,,,,,,,,,,,10.4,2.11,,,,1.6,,,0.676,,185,,,15.2,0.17,0.144,0.026,
1208EW0134,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,8/8/2012 1:10:00 PM,Y,A,381,,,,,,8.7,,,,,8.9,L1,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,0.013,,598,,54,,,233,15,8.7,855,,,,254,L6.8,,0.096,0.078,,0.174,,,,,,,0.81,,,,,,,,,,59.1,50.4,,,,,,,,,,,,39,4.01,,,,1.6,,,0.192,,173,,,13.9,0.157,0.113,0.044,
1209EW0016,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,9/4/2012 1:37:00 PM,Y,A,381,,,,,,11.3,,,,,7.2,L1,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9,L0.01,,604,,36,,,244,17,8.71,871,,,,262,L6.8,,0.091,0.062,,0.153,,,,,,,1.09,,,,L0.05,,,,,,64.5,53.2,,,,,,,,,,,,12.6,5.4,,,,1.5,,,,,190,,,17.1,0.138,0.112,0.026,
1210EW0037,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,10/1/2012 12:15:00 PM,Y,A,381,,,,,,12.1,,,,,10,L1,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,L0.01,L0.01,814,,24,,,296,20,8.69,1260,,,,321,L6.8,,0.108,0.033,,0.141,,,,,,,1.07,,,,,,,,,,80.1,68,,,,,,,,,,,,16.8,4.3,,,,1.6,,,L0.01,L0.002,288,,,15.9,0.124,0.112,L0.014,
1211EW0016,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,11/7/2012 3:00:00 PM,Y,A,381,,,,,,13.2,,,,,12.2,L6,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,0.034,,1010,,37,,,295,19,8.64,1760,,,,320,L6.8,,0.164,0.064,,0.228,,,,,,,1.27,,,,0.357,,,,,,81.5,68.2,,,,,,,,,,,,40.9,3.64,,,,1.6,,,,,365,,,17.6,0.216,0.185,0.031,
1212EW0007,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,12/6/2012 10:45:00 AM,Y,A,381,,,,,,13.5,,,,,4.5,1.6,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,0.162,,1210,,6,,,338,L12,8.44,1780,,,,396,L6.8,,0.203,0.019,,0.222,,,,,,,1.28,,,,0.652,,,,,,92.6,79,,,,,,,,,,,,9.62,1.23,,,,1.6,,,,,413,,,19,0.204,0.204,L0.014,
1301EW0014,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,1/15/2013 1:00:00 PM,Y,A,381,,,,,,13.9,,,,,9.5,L6,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,0.068,,1030,,10,,,354,L12,8.23,1600,,,,432,L6.8,,0.152,0.022,,0.174,,,,,,,1.07,,,,0.955,,,,,,97.7,83.9,,,,,,,,,,,,14.2,4.54,,,,,,,,,305,,,12.3,0.156,0.157,L0.014,
1302EW0015,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,2/13/2013 9:10:00 AM,Y,A,381,,,,,,13.4,,,,,9,L6,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.058,,972,,5,,,342,L12,8.06,1440,,,,417,L6.8,,0.223,L0.014,,0.233,,,,,,,1.07,,,,1.4,,,,,,99.8,86.4,,,,,,,,,,,,2.29,1.58,,,,1.4,,,,,280,,,11.3,0.228,0.227,L0.014,
1302EW2015,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,2/26/2013 2:38:00 PM,Y,A,381,,,,,,10.9,,,,,5,L6,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.087,,931,,11,,,345,19,8.63,1420,,,,383,L6.8,,0.403,L0.014,,0.412,,,,,,,1.19,,,,2.37,,,,,,101,90.1,,,,,,,,,,,,3.44,1.11,,,,1.5,,,,,245,,,8.9,0.381,0.401,0.101,
1304EW0006,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,4/25/2013 1:25:00 PM,Y,A,381,,,,,,11.2,,,,,12.7,L6,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,0.073,,661,,53,,,214,L12,8.2,999,,,,261,L6.8,,0.274,0.086,,0.36,,,,,,,1.24,,,,0.746,,,,,,60,48.7,,,,,,,,,,,,22.5,2.6,,,,1.6,,,,,217,,,19,0.328,0.322,L0.014,
1303EW1002,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/2/2013 12:45:00 PM,Y,A,381,,,,,,13.9,,,,,,L6,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,1310,,,,,7.86,299,,,,,,,0.231,,,1.12,,,,,,,2.72,,,,1.03,,,,,,38.8,24.9,,,,,,,,,,,,2,1.74,,,,1.4,,,,,,,,,,0.438,0.381,
1305EW1004,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/6/2013 9:40:00 AM,Y,A,381,,,,,,10.2,,,,,,L6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,,,,523,,,,,7.9,308,,,,,,,0.232,,,0.593,,,,,,,1.88,,,,0.914,,,,,,35.3,25.2,,,,,,,,,,,,2.23,2.76,,,,1.3,,,,,,,,,0.533,0.69,L0.014,
1305EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/14/2013 9:46:00 AM,Y,A,381,,,,,,11.6,,,,,8.3,L6,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0.046,,215,,230,,,124,L12,7.92,420,,,,151,L6.8,,0.201,0.19,,0.391,,,,,,,1.23,,,,0.605,,,,,,40.8,29.2,,,,,,,,,,,,8.69,1.84,,,,1.6,,,,,77.7,,,46.6,0.356,0.27,0.086,
1305EW1006,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/29/2013 10:51:00 AM,Y,A,381,,,,,,12.4,,,,,,L6,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,,,,213,,,,,7.95,594,,,,,,,0.187,,,0.398,,,,,,,1.29,,,,0.766,,,,,,46.1,33.8,,,,,,,,,,,,4.01,L0.6,,,,1.6,,,,,,,,,0.316,0.312,L0.014,
1306EWC010,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,6/10/2013 4:30:00 PM,Y,A,381,,,,,,12.4,,,,,6.9,L6,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0.023,0.873,471,,13,,,177,L12,8.1,670,,,,216,L6.8,,0.178,0.103,,0.281,,,,,,,1.08,,,,L0.05,,,,,,54.6,42.2,,,,,,,,,,,,3.86,1.75,,,,1.5,,,0.87,0.0032,139,,,45.2,0.264,0.222,0.042,
1307EW0022,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,7/2/2013 2:15:00 PM,Y,A,381,,,,,,11.3,,,,,5.7,L6,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0.026,,430,,262,,,164,L12,8.06,633,,,,200,L6.8,,0.199,0.29,,0.489,,,,,,,1.22,,,,0.692,,,,,,47.3,36,,,,,,,,,,,,3.82,3.93,,,,1.3,,,,,150,,,36.2,0.479,0.229,0.25,
1308EW9992,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,8/19/2013 11:00:00 AM,Y,A,381,,,,,,10.4,,,,,7.9,L6,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,0.031,,598,,73.3,,,258,L12,8.52,901,,,,293,L6.8,,0.258,0.074,,0.332,,,,,,,0.97,,,,0.545,,,,,,67.3,56.9,,,,,,,,,,,,6.95,2.03,367,,,1.5,,,,,183,,,20.2,0.312,0.263,0.049,
1309EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,9/9/2013 2:20:00 PM,Y,A,381,,,,,,11.3,,,,,8.5,L6,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,L0.01,,669,,38,,,266,18,8.69,995,,,,289,L6.8,,0.222,0.051,,0.273,,,,,,,0.91,,,,0.167,,,,,,71.2,59.9,,,,,,,,,,,,22.7,5.16,373,,,1.6,,,,,211,,,27.1,0.255,0.17,0.085,
1310EW0022,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,10/8/2013 10:20:00 AM,Y,A,381,,,,,,9,,,,,10.3,L1,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,L0.01,,800,,42,,,284,12,8.59,1210,,,,322,L6.8,,0.195,0.047,,0.242,,,,,,,0.95,,,,0.397,,,,,,70.9,61.8,,,,,,,,,,,,16.8,6.55,386,,,1.5,,,,,288,,,16.6,0.227,0.207,0.02,
1311EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,11/4/2013 2:15:00 PM,Y,A,381,,,,,,10.5,,,,,8.3,3.3,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0.069,,858,,175,,,251,L12,8.47,1230,,,,290,L6.8,,0.206,0.116,,0.322,,,,,,,1.36,,,,0.967,,,,,,66.1,55.5,,,,,,,,,,,,4.81,3.23,493,,,1.4,,,,,341,,,30.3,0.324,0.323,L0.014,
1312EW0043,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,12/19/2013 12:20:00 PM,Y,A,381,,,,,,11,,,,,11.8,2.5,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32,0.068,,919,,13,,,328,L12,8.33,1310,,,,393,L6.8,,0.145,0.028,,0.173,,,,,,,1,,,,0.763,,,,,,87.6,76.6,,,,,,,,,,,,6.11,12.3,474,,,1.2,,,,,316,,,17.4,0.159,0.082,0.077,
1401EW0028,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,1/13/2014 2:20:00 PM,Y,A,381,,,,,,10.8,,,,,9.5,1.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,0.218,,729,,7,,,305,L12,7.93,1100,,,,372,L6.8,,0.195,L0.014,,0.201,,,,,,,1.06,,,,0.835,,,,,,83.9,73.2,,,,,,,,,,,,1.53,1.81,418,,,1.3,,,,,208,,,9.3,0.194,0.188,L0.014,
1402EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,2/3/2014 1:15:00 PM,Y,A,381,,,,,,11.4,,,,,8.3,2.2,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,0.135,,663,,6,,,300,L12,7.87,1020,,,,366,L6.8,,0.323,0.026,,0.349,,,,,,,0.94,,,,1.47,,,,,,86.7,75.4,,,,,,,,,,,,2.1,L0.6,377,,,1.6,,,,,182,,,9.6,0.335,0.315,0.02,
1403EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,3/3/2014 2:20:00 PM,Y,A,381,,,,,,9,,,,,10.7,2.4,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,0.059,,621,,7,,,291,L12,7.9,1110,,,,355,L6.8,,0.529,0.026,,0.555,,,,,,,0.83,,,,1.58,,,,,,83.5,74.5,,,,,,,,,,,,L0.6,0.63,369,,,1.3,,,,,157,,,7.7,0.544,0.35,0.194,
1404EW0007,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,4/15/2014 5:20:00 PM,Y,A,381,,,,,,,,,,,9,4.9,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,0.121,,306,,600,,,130,L12,7.77,484,,,,158,L6.8,,0.278,0.403,,0.681,,,,,,,1.6,,,,1.28,,,,,,42.9,31.5,11.4,,,,,,,,,,,7.57,3.65,232,,,1.5,,,,,77.4,,,35.6,0.63,0.544,0.086,
1404JK1002,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,4/22/2014 10:00:00 AM,Y,A,381,,,,,,,,,,,,L3,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234,,,,613,,,,,7.88,451,,,,,,,0.264,,,0.687,,,,,,,0.96,,,,1.27,,,,,,40.6,29.9,10.6,,,,,,,,,,,2.67,2.94,,,,1.3,,,,,,,,,0.62,0.53,0.09,
1404JK1004,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,4/28/2014 9:35:00 AM,Y,A,381,,,,,,,,,,,,L2.2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,156,,,,,7.92,478,,,,,,,0.22,,,0.364,,,,,,,1.09,,,,0.791,,,,,,48.1,35.9,12.2,,,,,,,,,,,4.01,2.07,,,,1.5,,,,,,,,,0.265,0.258,L0.014,
1405EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/5/2014 12:20:00 PM,Y,A,381,,,,,,11.1,,,,,10.3,1.6,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0.053,,419,,382,,,173,L12,8.08,607,,,,211,L6.8,,0.166,0.29,,0.456,,,,,,,1.77,,,,2.31,,,,,,42.4,31.4,,,,,,,,,,,,8.02,4.14,313,,,1.5,,,,,120,,,38.7,0.341,0.185,0.156,
1404JK1006,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/14/2014 10:33:00 AM,Y,A,381,,,,,,12.1,,,,,,L6,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,,173,,,,,8.26,771,,,,,,,0.129,,,0.272,,,,,,,1.55,,,,2.07,,,,,,52.8,40.7,,,,,,,,,,,,5.88,3.85,,,,1.4,,,,,,,,,0.251,0.279,L0.014,
1404JK1008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,5/20/2014 10:45:00 AM,Y,A,381,,,,,,10.9,,,,,,1.5,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L0.01,,,,156,,,,,8.21,742,,,,,,,0.087,,,0.191,,,,,,,1.2,,,,0.621,,,,,,49.2,38.3,,,,,,,,,,,,6.01,3.34,,,,1.5,,,,,,,,,0.184,0.108,0.076,
1406EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,6/3/2014 5:20:00 PM,Y,A,381,,,,,,13.3,,,,,6.2,1.2,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.03,,568,,144,,,214,L12,8.13,708,,,,261,L6.8,,0.095,0.084,,0.179,,,,,,,1.23,,,,0.336,,,,,,60.3,46.9,,,,,,,,,,,,5.35,4.48,383,,,1.4,,,,,183,,,49,0.164,0.107,0.057,
1407EW0020,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,7/3/2014 11:40:00 AM,Y,A,381,,,,,,10.4,35.4,,,,6.7,L1,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.039,,496,,115,,,188,L12,8.11,734,,,,229,L6.8,,0.242,0.092,,0.334,,,,,,,1.14,,,,1.23,,,,45.6,35.4,46.4,36,,,,,,,,,,,,2.67,2,308,,,1.4,,,,,160,,,56.6,0.298,0.349,L0.014,
1407EW1009,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,7/17/2014 11:00:00 AM,Y,A,381,,,,,,14.6,,,,,,L1,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,204,,,,,8.19,823,,,,,,,0.206,,,0.273,,,,,,,1.3,,,,0.481,,,,,,56.4,41.8,,,,,,,,,,,,2,5.01,,,,1.2,,,,,,,,,0.318,0.16,0.158,
1408EW0008,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,8/5/2014 7:40:00 AM,Y,A,381,,,,,,10.4,,,,,6.4,1,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.016,,558,,313,,,218,L12,8.23,764,,,,266,L6.8,,0.15,0.229,,0.379,,,,,,,1.44,,,,0.296,,,,,,44.5,34.1,,,,,,,,,,,,2.67,5.75,372,,,1.2,,,,,161,,,45.2,0.342,0.197,0.145,
1408EW1020,MB05OCS004,RED RIVER,RED RIVER AT SOUTH GATE OF FLOODWAY,49.7506,-97.13333,0.0,2.0,8/18/2014 11:20:00 AM,Y,A,381,,,,,,,,,,,,L1,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,,,153,,,,,8.4,800,,,,,,,0.145,,,0.296,,,,,,,1.01,,,,0.333,,,,,,32.7,22.1,10.6,,,,,,,,,,,3.34,3.21,,,,1.4,,,,,,,,,0.235,0.227,L0.014,
